especie,fecha,den,habitat,cota,mes,year
Fringilla coelebs,2010-05-10,10.87,robledal,1700,5,2010
Fringilla coelebs,2010-06-09,17.59,robledal,1700,6,2010
Fringilla coelebs,2010-07-22,2.59,robledal,1700,7,2010
Fringilla coelebs,2011-05-06,6.21,robledal,1700,5,2011
Fringilla coelebs,2011-06-20,6.21,robledal,1700,6,2011
Fringilla coelebs,2011-07-27,1.55,robledal,1700,7,2011
Fringilla coelebs,2012-05-07,1.55,robledal,1700,5,2012
Fringilla coelebs,2012-06-14,6.21,robledal,1700,6,2012
Fringilla coelebs,2012-07-20,5.17,robledal,1700,7,2012
Fringilla coelebs,2013-05-13,13.45,robledal,1700,5,2013
Fringilla coelebs,2013-06-07,7.76,robledal,1700,6,2013
Fringilla coelebs,2013-07-17,3.62,robledal,1700,7,2013
Fringilla coelebs,2014-05-08,1.55,robledal,1700,5,2014
Fringilla coelebs,2014-06-24,5.17,robledal,1700,6,2014
Fringilla coelebs,2015-05-20,5.69,robledal,1700,5,2015
Fringilla coelebs,2015-06-30,5.69,robledal,1700,6,2015
Fringilla coelebs,2015-07-29,5.69,robledal,1700,7,2015
Fringilla coelebs,2018-05-22,4.14,robledal,1700,5,2018
Fringilla coelebs,2018-06-22,0.6,enebral,2230,6,2018
Fringilla coelebs,2018-06-26,7.24,robledal,1700,6,2018
Fringilla coelebs,2018-07-30,8.28,robledal,1700,7,2018
Galerida theklae,2008-05-05,4.82,enebral,2230,5,2008
Galerida theklae,2009-05-27,0.6,enebral,2230,5,2009
Galerida theklae,2009-07-02,2.41,enebral,2230,7,2009
Garrulus glandarius,2008-05-13,0.52,robledal,1700,5,2008
Garrulus glandarius,2008-06-05,1.03,robledal,1700,6,2008
Garrulus glandarius,2008-07-02,2.59,robledal,1700,7,2008
Garrulus glandarius,2009-05-13,1.03,robledal,1700,5,2009
Garrulus glandarius,2010-05-10,0.52,robledal,1700,5,2010
Garrulus glandarius,2010-06-09,1.55,robledal,1700,6,2010
Garrulus glandarius,2010-07-22,0.52,robledal,1700,7,2010
Garrulus glandarius,2011-05-06,0.52,robledal,1700,5,2011
Garrulus glandarius,2011-06-20,0.52,robledal,1700,6,2011
Garrulus glandarius,2011-07-27,2.59,robledal,1700,7,2011
Garrulus glandarius,2012-07-20,1.03,robledal,1700,7,2012
Garrulus glandarius,2014-07-24,0.52,robledal,1700,7,2014
Garrulus glandarius,2015-06-30,0.52,robledal,1700,6,2015
Garrulus glandarius,2015-07-29,0.52,robledal,1700,7,2015
Garrulus glandarius,2017-07-03,0.52,robledal,1700,7,2017
Garrulus glandarius,2018-06-26,0.52,robledal,1700,6,2018
Garrulus glandarius,2018-07-30,1.55,robledal,1700,7,2018
Himantopus himantopus,2009-05-27,1.21,enebral,2230,5,2009
Himantopus himantopus,2017-06-29,1.55,robledal,1700,6,2017
Hippolais polyglotta,2010-07-22,0.52,robledal,1700,7,2010
Hippolais polyglotta,2015-07-29,1.03,robledal,1700,7,2015
Ixobrychus sturmii,2009-05-27,8.44,enebral,2230,5,2009
Ixobrychus sturmii,2015-05-20,0.52,robledal,1700,5,2015
Lophophanes cristatus,2009-06-15,0.52,robledal,1700,6,2009
Lophophanes cristatus,2010-06-09,4.14,robledal,1700,6,2010
Lophophanes cristatus,2013-05-13,1.03,robledal,1700,5,2013
Lophophanes cristatus,2018-07-30,1.03,robledal,1700,7,2018
Loxia curvirostra,2014-05-08,0.52,robledal,1700,5,2014
Loxia curvirostra,2018-07-30,0.52,robledal,1700,7,2018
Lullula arborea,2009-07-02,1.81,enebral,2230,7,2009
Lullula arborea,2012-05-07,0.52,robledal,1700,5,2012
Lullula arborea,2012-07-20,1.03,robledal,1700,7,2012
Lullula arborea,2014-06-27,0.6,enebral,2230,6,2014
Lullula arborea,2014-07-24,1.55,robledal,1700,7,2014
Lullula arborea,2015-05-20,0.52,robledal,1700,5,2015
Lullula arborea,2018-06-22,0.6,enebral,2230,6,2018
Luscinia megarhynchos,2011-05-06,1.03,robledal,1700,5,2011
Monticola saxatilis,2008-06-26,0.6,enebral,2230,6,2008
Motacilla cinerea,2015-07-10,1.25,cumbres,3200,7,2015
Oenanthe oenanthe,2008-05-05,4.22,enebral,2230,5,2008
Oenanthe oenanthe,2008-05-15,3.01,enebral,2230,5,2008
Oenanthe oenanthe,2008-06-03,7.23,enebral,2230,6,2008
Oenanthe oenanthe,2008-06-13,2.41,enebral,2230,6,2008
Oenanthe oenanthe,2008-06-26,2.41,enebral,2230,6,2008
Oenanthe oenanthe,2008-07-04,6.63,enebral,2230,7,2008
Oenanthe oenanthe,2008-07-15,0.62,cumbres,3200,7,2008
Oenanthe oenanthe,2008-07-25,0.62,cumbres,3200,7,2008
Oenanthe oenanthe,2009-05-27,2.41,enebral,2230,5,2009
Oenanthe oenanthe,2009-07-02,5.42,enebral,2230,7,2009
Oenanthe oenanthe,2009-07-10,1.87,cumbres,3200,7,2009
Oenanthe oenanthe,2009-07-13,3.01,enebral,2230,7,2009
Oenanthe oenanthe,2009-07-16,0.62,cumbres,3200,7,2009
Oenanthe oenanthe,2010-05-27,5.42,enebral,2230,5,2010
Oenanthe oenanthe,2010-06-08,3.01,enebral,2230,6,2010
Oenanthe oenanthe,2010-07-07,3.62,enebral,2230,7,2010
Oenanthe oenanthe,2011-05-27,5.42,enebral,2230,5,2011
Oenanthe oenanthe,2011-06-14,0.6,enebral,2230,6,2011
Oenanthe oenanthe,2011-07-08,3.62,enebral,2230,7,2011
Oenanthe oenanthe,2012-05-30,3.62,enebral,2230,5,2012
Oenanthe oenanthe,2012-06-12,0.6,enebral,2230,6,2012
Oenanthe oenanthe,2012-06-14,4.37,cumbres,3200,6,2012
Oenanthe oenanthe,2012-06-29,1.25,cumbres,3200,6,2012
Oenanthe oenanthe,2012-07-27,1.25,cumbres,3200,7,2012
Oenanthe oenanthe,2012-07-30,4.22,enebral,2230,7,2012
Oenanthe oenanthe,2013-07-01,1.21,enebral,2230,7,2013
Oenanthe oenanthe,2014-07-16,0.62,cumbres,3200,7,2014
Oenanthe oenanthe,2015-06-25,3.01,enebral,2230,6,2015
Oenanthe oenanthe,2015-06-29,1.25,cumbres,3200,6,2015
Oenanthe oenanthe,2015-07-10,3.12,cumbres,3200,7,2015
Oenanthe oenanthe,2016-06-22,1.21,enebral,2230,6,2016
Oenanthe oenanthe,2016-06-30,0.62,cumbres,3200,6,2016
Oenanthe oenanthe,2016-07-12,0.62,cumbres,3200,7,2016
Oenanthe oenanthe,2017-05-26,0.62,cumbres,3200,5,2017
Oenanthe oenanthe,2017-05-30,2.41,enebral,2230,5,2017
Oenanthe oenanthe,2017-06-22,1.25,cumbres,3200,6,2017
Oenanthe oenanthe,2017-06-26,0.6,enebral,2230,6,2017
Oenanthe oenanthe,2017-07-30,0.6,enebral,2230,7,2017
Oenanthe oenanthe,2018-05-31,0.6,enebral,2230,5,2018
Oenanthe oenanthe,2018-06-22,1.21,enebral,2230,6,2018
Oenanthe oenanthe,2018-07-31,1.25,cumbres,3200,7,2018
Oriolus oriolus,2018-07-30,0.52,robledal,1700,7,2018
Parus major,2008-05-13,2.07,robledal,1700,5,2008
Parus major,2008-05-20,0.52,robledal,1700,5,2008
Parus major,2008-06-05,1.03,robledal,1700,6,2008
Parus major,2009-05-13,1.03,robledal,1700,5,2009
Parus major,2010-05-10,0.52,robledal,1700,5,2010
Parus major,2010-06-09,2.07,robledal,1700,6,2010
Parus major,2011-06-20,3.62,robledal,1700,6,2011
Parus major,2011-07-27,2.59,robledal,1700,7,2011
Parus major,2012-06-14,0.52,robledal,1700,6,2012
Parus major,2013-05-13,3.62,robledal,1700,5,2013
Parus major,2014-05-08,5.69,robledal,1700,5,2014
Parus major,2014-06-24,0.52,robledal,1700,6,2014
Parus major,2014-07-24,1.03,robledal,1700,7,2014
Parus major,2015-05-20,2.59,robledal,1700,5,2015
Parus major,2018-05-22,1.03,robledal,1700,5,2018
Parus major,2018-06-26,3.62,robledal,1700,6,2018
Parus major,2018-07-30,1.03,robledal,1700,7,2018
Periparus ater,2008-06-05,1.03,robledal,1700,6,2008
Periparus ater,2008-06-16,2.07,robledal,1700,6,2008
Periparus ater,2008-07-02,5.69,robledal,1700,7,2008
Periparus ater,2009-05-13,2.07,robledal,1700,5,2009
Periparus ater,2012-05-07,2.59,robledal,1700,5,2012
Periparus ater,2012-06-14,1.55,robledal,1700,6,2012
Periparus ater,2013-05-13,3.62,robledal,1700,5,2013
Periparus ater,2013-06-07,1.55,robledal,1700,6,2013
Periparus ater,2013-07-17,3.1,robledal,1700,7,2013
Periparus ater,2014-07-24,0.52,robledal,1700,7,2014
Periparus ater,2015-06-30,0.52,robledal,1700,6,2015
Periparus ater,2018-06-22,0.6,enebral,2230,6,2018
Periparus ater,2018-07-30,0.52,robledal,1700,7,2018
Phoenicurus ochruros,2008-05-05,1.21,enebral,2230,5,2008
Phoenicurus ochruros,2008-05-13,0.52,robledal,1700,5,2008
Phoenicurus ochruros,2008-06-03,0.6,enebral,2230,6,2008
Phoenicurus ochruros,2008-06-13,1.81,enebral,2230,6,2008
Phoenicurus ochruros,2008-06-16,0.52,robledal,1700,6,2008
Phoenicurus ochruros,2008-06-26,1.81,enebral,2230,6,2008
Phoenicurus ochruros,2008-07-04,0.6,enebral,2230,7,2008
Phoenicurus ochruros,2008-07-15,1.87,cumbres,3200,7,2008
Phoenicurus ochruros,2008-07-18,1.25,cumbres,3200,7,2008
Phoenicurus ochruros,2008-07-25,1.87,cumbres,3200,7,2008
Phoenicurus ochruros,2009-05-13,0.52,robledal,1700,5,2009
Phoenicurus ochruros,2009-05-27,1.21,enebral,2230,5,2009
Phoenicurus ochruros,2009-06-15,1.03,robledal,1700,6,2009
Phoenicurus ochruros,2009-07-02,2.41,enebral,2230,7,2009
Phoenicurus ochruros,2009-07-10,0.62,cumbres,3200,7,2009
Phoenicurus ochruros,2009-07-16,0.62,cumbres,3200,7,2009
Phoenicurus ochruros,2010-05-10,2.07,robledal,1700,5,2010
Phoenicurus ochruros,2010-05-27,0.6,enebral,2230,5,2010
Phoenicurus ochruros,2010-06-08,0.6,enebral,2230,6,2010
Phoenicurus ochruros,2010-06-09,1.03,robledal,1700,6,2010
Phoenicurus ochruros,2011-05-06,1.03,robledal,1700,5,2011
Phoenicurus ochruros,2011-05-27,1.21,enebral,2230,5,2011
Phoenicurus ochruros,2011-06-14,1.21,enebral,2230,6,2011
Phoenicurus ochruros,2011-07-08,0.6,enebral,2230,7,2011
Phoenicurus ochruros,2012-05-07,1.55,robledal,1700,5,2012
Phoenicurus ochruros,2012-05-30,0.6,enebral,2230,5,2012
Phoenicurus ochruros,2012-06-14,1.87,cumbres,3200,6,2012
Phoenicurus ochruros,2012-06-27,0.62,cumbres,3200,6,2012
Phoenicurus ochruros,2012-06-29,0.62,cumbres,3200,6,2012
Phoenicurus ochruros,2012-07-27,1.25,cumbres,3200,7,2012
Phoenicurus ochruros,2013-07-01,1.21,enebral,2230,7,2013
Phoenicurus ochruros,2013-07-29,0.62,cumbres,3200,7,2013
Phoenicurus ochruros,2014-06-27,0.6,enebral,2230,6,2014
Phoenicurus ochruros,2014-07-08,1.21,enebral,2230,7,2014
Phoenicurus ochruros,2015-06-29,0.62,cumbres,3200,6,2015
Phoenicurus ochruros,2015-07-10,4.99,cumbres,3200,7,2015
Phoenicurus ochruros,2016-05-31,1.21,enebral,2230,5,2016
Phoenicurus ochruros,2016-06-30,1.25,cumbres,3200,6,2016
Phoenicurus ochruros,2016-07-12,2.5,cumbres,3200,7,2016
Phoenicurus ochruros,2017-05-26,2.5,cumbres,3200,5,2017
Phoenicurus ochruros,2017-06-22,1.87,cumbres,3200,6,2017
Phoenicurus ochruros,2017-07-13,0.62,cumbres,3200,7,2017
Phoenicurus ochruros,2017-07-30,0.6,enebral,2230,7,2017
Phoenicurus ochruros,2018-07-31,0.62,cumbres,3200,7,2018
Phylloscopus bonelli,2010-05-10,1.55,robledal,1700,5,2010
Phylloscopus bonelli,2010-07-22,1.03,robledal,1700,7,2010
Phylloscopus bonelli,2011-05-06,7.24,robledal,1700,5,2011
Phylloscopus bonelli,2011-06-20,1.55,robledal,1700,6,2011
Phylloscopus bonelli,2011-07-27,1.55,robledal,1700,7,2011
Phylloscopus bonelli,2012-05-07,2.07,robledal,1700,5,2012
Phylloscopus bonelli,2012-06-14,0.52,robledal,1700,6,2012
Phylloscopus bonelli,2012-07-20,3.1,robledal,1700,7,2012
Phylloscopus bonelli,2013-05-13,4.66,robledal,1700,5,2013
Phylloscopus bonelli,2013-06-07,3.1,robledal,1700,6,2013
Phylloscopus bonelli,2013-07-17,7.24,robledal,1700,7,2013
Phylloscopus bonelli,2014-05-08,3.1,robledal,1700,5,2014
Phylloscopus bonelli,2014-07-24,3.62,robledal,1700,7,2014
Phylloscopus bonelli,2015-05-20,2.59,robledal,1700,5,2015
Phylloscopus bonelli,2015-06-30,1.55,robledal,1700,6,2015
Phylloscopus bonelli,2017-07-03,1.03,robledal,1700,7,2017
Phylloscopus bonelli,2018-06-26,4.14,robledal,1700,6,2018
Phylloscopus bonelli,2018-07-30,2.07,robledal,1700,7,2018
Phylloscopus ibericus,2009-05-27,1.21,enebral,2230,5,2009
Phylloscopus ibericus,2012-07-27,0.62,cumbres,3200,7,2012
Phylloscopus ibericus,2014-06-27,0.6,enebral,2230,6,2014
Phylloscopus ibericus,2016-07-12,0.62,cumbres,3200,7,2016
Pica pica,2011-07-27,0.52,robledal,1700,7,2011
Pica pica,2012-07-20,0.52,robledal,1700,7,2012
Picus viridis,2014-07-24,0.52,robledal,1700,7,2014
Picus viridis,2015-07-29,0.52,robledal,1700,7,2015
Picus viridis,2018-05-22,0.52,robledal,1700,5,2018
Picus viridis,2018-07-30,1.03,robledal,1700,7,2018
Prunella collaris,2008-07-18,1.25,cumbres,3200,7,2008
Prunella collaris,2008-07-30,0.62,cumbres,3200,7,2008
Prunella collaris,2009-07-10,0.62,cumbres,3200,7,2009
Prunella collaris,2012-06-14,3.12,cumbres,3200,6,2012
Prunella collaris,2012-06-27,3.74,cumbres,3200,6,2012
Prunella collaris,2012-06-29,0.62,cumbres,3200,6,2012
Prunella collaris,2012-07-10,0.62,cumbres,3200,7,2012
Prunella collaris,2012-07-23,4.37,cumbres,3200,7,2012
Prunella collaris,2012-07-27,1.87,cumbres,3200,7,2012
Prunella collaris,2012-07-30,1.21,enebral,2230,7,2012
Prunella collaris,2014-06-30,1.87,cumbres,3200,6,2014
Prunella collaris,2014-07-16,1.25,cumbres,3200,7,2014
Prunella collaris,2015-06-29,1.87,cumbres,3200,6,2015
Prunella collaris,2015-07-31,0.6,enebral,2230,7,2015
Prunella collaris,2016-06-30,3.12,cumbres,3200,6,2016
Prunella collaris,2016-07-12,0.62,cumbres,3200,7,2016
Prunella collaris,2017-05-26,1.87,cumbres,3200,5,2017
Prunella collaris,2017-06-22,1.87,cumbres,3200,6,2017
Prunella collaris,2017-06-26,0.6,enebral,2230,6,2017
Prunella collaris,2018-05-31,0.6,enebral,2230,5,2018
Prunella collaris,2018-07-31,2.5,cumbres,3200,7,2018
Prunella modularis,2008-07-04,0.6,enebral,2230,7,2008
Prunella modularis,2008-07-15,0.62,cumbres,3200,7,2008
Prunella modularis,2010-05-27,0.6,enebral,2230,5,2010
Prunella modularis,2015-07-31,0.6,enebral,2230,7,2015
Puffinus yelkouan,2018-06-26,1.03,robledal,1700,6,2018
Pyrrhocorax pyrrhocorax,2008-06-03,0.6,enebral,2230,6,2008
Pyrrhocorax pyrrhocorax,2011-05-27,1.21,enebral,2230,5,2011
Pyrrhocorax pyrrhocorax,2015-06-29,1.25,cumbres,3200,6,2015
Pyrrhocorax pyrrhocorax,2017-05-30,18.08,enebral,2230,5,2017
Pyrrhocorax pyrrhocorax,2018-05-31,2.41,enebral,2230,5,2018
Pyrrhocorax pyrrhocorax,2018-07-30,12.94,robledal,1700,7,2018
Regulus ignicapillus,2010-05-10,1.55,robledal,1700,5,2010
Regulus ignicapillus,2011-05-06,1.55,robledal,1700,5,2011
Regulus ignicapillus,2011-06-20,1.55,robledal,1700,6,2011
Regulus ignicapillus,2012-05-07,0.52,robledal,1700,5,2012
Regulus ignicapillus,2012-06-14,0.52,robledal,1700,6,2012
Regulus ignicapillus,2013-05-13,2.07,robledal,1700,5,2013
Regulus ignicapillus,2013-06-07,0.52,robledal,1700,6,2013
Regulus ignicapillus,2013-07-17,0.52,robledal,1700,7,2013
Regulus ignicapillus,2014-05-08,1.03,robledal,1700,5,2014
Regulus ignicapillus,2014-07-24,0.52,robledal,1700,7,2014
Regulus ignicapillus,2015-05-20,1.03,robledal,1700,5,2015
Regulus ignicapillus,2015-06-30,2.07,robledal,1700,6,2015
Regulus ignicapillus,2015-07-29,0.52,robledal,1700,7,2015
Regulus ignicapillus,2017-07-03,1.03,robledal,1700,7,2017
Regulus ignicapillus,2018-05-22,2.07,robledal,1700,5,2018
Regulus ignicapillus,2018-06-26,0.52,robledal,1700,6,2018
Saxicola rubetra,2017-07-30,4.82,enebral,2230,7,2017
Saxicola rubetra,2018-05-22,0.52,robledal,1700,5,2018
Saxicola rubetra,2018-05-31,0.6,enebral,2230,5,2018
Saxicola rubetra,2018-06-22,2.41,enebral,2230,6,2018
Saxicola rubetra,2018-07-26,0.6,enebral,2230,7,2018
Saxicola rubetra,2018-07-30,2.59,robledal,1700,7,2018
Saxicola rubicola,2008-05-05,0.6,enebral,2230,5,2008
Saxicola rubicola,2008-07-02,1.03,robledal,1700,7,2008
Saxicola rubicola,2009-05-27,1.21,enebral,2230,5,2009
Saxicola rubicola,2011-05-06,1.03,robledal,1700,5,2011
Saxicola rubicola,2011-07-08,1.21,enebral,2230,7,2011
Saxicola rubicola,2012-07-30,1.21,enebral,2230,7,2012
Saxicola rubicola,2013-05-13,0.52,robledal,1700,5,2013
Saxicola rubicola,2014-06-24,0.52,robledal,1700,6,2014
Saxicola rubicola,2014-06-27,0.6,enebral,2230,6,2014
Saxicola rubicola,2014-07-08,1.81,enebral,2230,7,2014
Saxicola rubicola,2015-06-25,1.81,enebral,2230,6,2015
Saxicola rubicola,2016-05-31,0.6,enebral,2230,5,2016
Saxicola rubicola,2016-06-22,0.6,enebral,2230,6,2016
Saxicola rubicola,2016-07-26,1.81,enebral,2230,7,2016
Saxicola rubicola,2017-07-03,0.52,robledal,1700,7,2017
Serinus serinus,2008-05-13,0.52,robledal,1700,5,2008
Serinus serinus,2008-05-20,3.1,robledal,1700,5,2008
Serinus serinus,2008-06-05,2.59,robledal,1700,6,2008
Serinus serinus,2008-07-02,0.52,robledal,1700,7,2008
Serinus serinus,2010-07-22,2.07,robledal,1700,7,2010
Serinus serinus,2011-05-06,2.07,robledal,1700,5,2011
Serinus serinus,2012-05-07,0.52,robledal,1700,5,2012
Serinus serinus,2012-06-14,0.52,robledal,1700,6,2012
Serinus serinus,2013-06-07,2.07,robledal,1700,6,2013
Serinus serinus,2015-05-20,0.52,robledal,1700,5,2015
Serinus serinus,2015-06-30,0.52,robledal,1700,6,2015
Serinus serinus,2015-07-29,1.03,robledal,1700,7,2015
Serinus serinus,2015-07-31,5.42,enebral,2230,7,2015
Sitta europaea,2010-05-10,0.52,robledal,1700,5,2010
Sitta europaea,2011-06-20,1.03,robledal,1700,6,2011
Sitta europaea,2012-06-14,0.52,robledal,1700,6,2012
Sitta europaea,2015-06-30,0.52,robledal,1700,6,2015
Sitta europaea,2015-07-29,1.55,robledal,1700,7,2015
Sitta europaea,2018-07-30,1.03,robledal,1700,7,2018
Sylvia atricapilla,2012-05-07,0.52,robledal,1700,5,2012
Sylvia atricapilla,2013-05-13,0.52,robledal,1700,5,2013
Sylvia atricapilla,2014-05-08,0.52,robledal,1700,5,2014
Sylvia atricapilla,2015-05-20,2.07,robledal,1700,5,2015
Sylvia atricapilla,2015-06-30,1.03,robledal,1700,6,2015
Sylvia atricapilla,2015-07-29,0.52,robledal,1700,7,2015
Sylvia atricapilla,2018-06-26,1.03,robledal,1700,6,2018
Sylvia cantillans,2010-05-10,0.52,robledal,1700,5,2010
Sylvia cantillans,2010-06-09,0.52,robledal,1700,6,2010
Sylvia cantillans,2011-05-06,1.03,robledal,1700,5,2011
Sylvia cantillans,2011-06-20,0.52,robledal,1700,6,2011
Sylvia cantillans,2012-05-07,1.03,robledal,1700,5,2012
Sylvia cantillans,2013-05-13,1.03,robledal,1700,5,2013
Sylvia cantillans,2014-05-08,0.52,robledal,1700,5,2014
Sylvia cantillans,2015-05-20,3.1,robledal,1700,5,2015
Sylvia cantillans,2018-05-22,0.52,robledal,1700,5,2018
Sylvia cantillans,2018-06-26,0.52,robledal,1700,6,2018
Sylvia cantillans,2018-07-30,1.55,robledal,1700,7,2018
Sylvia conspicillata,2011-07-08,0.6,enebral,2230,7,2011
Sylvia conspicillata,2012-05-30,1.81,enebral,2230,5,2012
Sylvia conspicillata,2013-06-18,0.6,enebral,2230,6,2013
Sylvia conspicillata,2014-06-24,0.52,robledal,1700,6,2014
Sylvia conspicillata,2014-07-08,0.6,enebral,2230,7,2014
Sylvia conspicillata,2015-05-29,0.6,enebral,2230,5,2015
Sylvia conspicillata,2015-06-25,3.62,enebral,2230,6,2015
Sylvia conspicillata,2015-07-31,1.21,enebral,2230,7,2015
Sylvia conspicillata,2016-05-31,2.41,enebral,2230,5,2016
Sylvia conspicillata,2016-06-22,3.01,enebral,2230,6,2016
Sylvia conspicillata,2017-06-26,0.6,enebral,2230,6,2017
Sylvia conspicillata,2018-05-31,0.6,enebral,2230,5,2018
Sylvia conspicillata,2018-06-22,1.21,enebral,2230,6,2018
Sylvia conspicillata,2018-07-30,0.52,robledal,1700,7,2018
Sylvia melanocephala,2018-05-22,0.52,robledal,1700,5,2018
Sylvia undata,2011-05-06,0.52,robledal,1700,5,2011
Sylvia undata,2012-06-14,0.52,robledal,1700,6,2012
Troglodytes troglodytes,2010-06-08,1.21,enebral,2230,6,2010
Troglodytes troglodytes,2010-06-09,0.52,robledal,1700,6,2010
Troglodytes troglodytes,2010-07-07,1.21,enebral,2230,7,2010
Troglodytes troglodytes,2010-07-22,0.52,robledal,1700,7,2010
Troglodytes troglodytes,2011-05-06,1.55,robledal,1700,5,2011
Troglodytes troglodytes,2011-05-27,1.81,enebral,2230,5,2011
Troglodytes troglodytes,2011-06-20,1.03,robledal,1700,6,2011
Troglodytes troglodytes,2012-05-07,0.52,robledal,1700,5,2012
Troglodytes troglodytes,2012-05-30,0.6,enebral,2230,5,2012
Troglodytes troglodytes,2012-06-12,0.6,enebral,2230,6,2012
Troglodytes troglodytes,2013-05-13,0.52,robledal,1700,5,2013
Troglodytes troglodytes,2013-06-18,0.6,enebral,2230,6,2013
Troglodytes troglodytes,2014-05-08,0.52,robledal,1700,5,2014
Troglodytes troglodytes,2014-05-27,0.6,enebral,2230,5,2014
Troglodytes troglodytes,2014-06-24,0.52,robledal,1700,6,2014
Troglodytes troglodytes,2014-07-24,0.52,robledal,1700,7,2014
Troglodytes troglodytes,2015-05-20,0.52,robledal,1700,5,2015
Troglodytes troglodytes,2015-06-25,0.6,enebral,2230,6,2015
Troglodytes troglodytes,2015-06-30,0.52,robledal,1700,6,2015
Troglodytes troglodytes,2016-05-31,1.21,enebral,2230,5,2016
Troglodytes troglodytes,2016-06-22,0.6,enebral,2230,6,2016
Troglodytes troglodytes,2017-05-30,0.6,enebral,2230,5,2017
Troglodytes troglodytes,2018-05-22,1.03,robledal,1700,5,2018
Troglodytes troglodytes,2018-05-31,1.81,enebral,2230,5,2018
Troglodytes troglodytes,2018-06-22,1.81,enebral,2230,6,2018
Troglodytes troglodytes,2018-06-26,0.52,robledal,1700,6,2018
Turdus merula,2008-05-13,1.03,robledal,1700,5,2008
Turdus merula,2008-05-20,1.55,robledal,1700,5,2008
Turdus merula,2008-06-05,2.59,robledal,1700,6,2008
Turdus merula,2008-06-16,2.07,robledal,1700,6,2008
Turdus merula,2008-07-02,0.52,robledal,1700,7,2008
Turdus merula,2009-06-15,0.52,robledal,1700,6,2009
Turdus merula,2010-05-10,0.52,robledal,1700,5,2010
Turdus merula,2010-07-22,0.52,robledal,1700,7,2010
Turdus merula,2011-05-06,1.55,robledal,1700,5,2011
Turdus merula,2011-06-20,2.07,robledal,1700,6,2011
Turdus merula,2011-07-27,1.03,robledal,1700,7,2011
Turdus merula,2012-05-07,0.52,robledal,1700,5,2012
Turdus merula,2012-06-14,1.03,robledal,1700,6,2012
Turdus merula,2012-07-20,0.52,robledal,1700,7,2012
Turdus merula,2013-05-13,0.52,robledal,1700,5,2013
Turdus merula,2013-07-17,0.52,robledal,1700,7,2013
Turdus merula,2014-05-08,1.03,robledal,1700,5,2014
Turdus merula,2014-06-24,1.03,robledal,1700,6,2014
Turdus merula,2014-07-24,0.52,robledal,1700,7,2014
Turdus merula,2015-05-20,0.52,robledal,1700,5,2015
Turdus merula,2015-06-30,1.03,robledal,1700,6,2015
Turdus merula,2015-07-29,0.52,robledal,1700,7,2015
Turdus merula,2017-07-03,0.52,robledal,1700,7,2017
Turdus merula,2018-06-26,1.03,robledal,1700,6,2018
Turdus merula,2018-07-30,3.62,robledal,1700,7,2018
Turdus philomelos,2018-05-22,0.52,robledal,1700,5,2018
Turdus viscivorus,2008-05-20,1.03,robledal,1700,5,2008
Turdus viscivorus,2008-06-05,1.03,robledal,1700,6,2008
Turdus viscivorus,2008-06-16,0.52,robledal,1700,6,2008
Turdus viscivorus,2009-05-13,1.03,robledal,1700,5,2009
Turdus viscivorus,2010-05-10,0.52,robledal,1700,5,2010
Turdus viscivorus,2010-07-22,0.52,robledal,1700,7,2010
Turdus viscivorus,2011-05-06,3.62,robledal,1700,5,2011
Turdus viscivorus,2011-07-27,2.07,robledal,1700,7,2011
Turdus viscivorus,2012-06-14,3.62,robledal,1700,6,2012
Turdus viscivorus,2013-05-13,3.62,robledal,1700,5,2013
Turdus viscivorus,2013-06-07,0.52,robledal,1700,6,2013
Turdus viscivorus,2018-07-30,2.59,robledal,1700,7,2018
